COUNTY_FIPS,MECS_FT,SECTOR,MMBTU,Unnamed: 0.1,State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
1003,Coal,Manufacturing,45736.3029,0,Alabama,Baldwin,2016,279,247,32,0,0,0,0,87,51,37,0,0,221,0,58,0
1003,Coal,Mining,14149.02636,0,Alabama,Baldwin,2016,279,247,32,0,0,0,0,87,51,37,0,0,221,0,58,0
1027,Coal,Manufacturing,4664.472956,1,Alabama,Clay,2016,116,109,7,0,0,0,0,56,45,30,0,0,0,0,116,0
1027,Coal,Mining,56619.91368,1,Alabama,Clay,2016,116,109,7,0,0,0,0,56,45,30,0,0,0,0,116,0
1033,Coal,Manufacturing,164954.6982,2,Alabama,Colbert,2016,282,258,23,1,0,0,0,115,50,38,0,0,219,0,63,0
1033,Coal,Mining,56345.54052,2,Alabama,Colbert,2016,282,258,23,1,0,0,0,115,50,38,0,0,219,0,63,0
1051,Coal,Manufacturing,13426.53393,3,Alabama,Elmore,2016,117,107,10,0,0,0,0,77,48,40,0,0,117,0,0,0
1051,Coal,Mining,11799.621,3,Alabama,Elmore,2016,117,107,10,0,0,0,0,77,48,40,0,0,117,0,0,0
1055,Coal,Manufacturing,1191.897213,4,Alabama,Etowah,2016,352,162,184,3,3,0,0,179,67,52,0,0,104,0,248,0
1055,Coal,Mining,1097.658911,4,Alabama,Etowah,2016,352,162,184,3,3,0,0,179,67,52,0,0,104,0,248,0
1069,Coal,Manufacturing,98636.89152,5,Alabama,Houston,2016,280,265,15,0,0,0,0,97,48,35,0,0,221,0,59,0
1069,Coal,Mining,81.56658868,5,Alabama,Houston,2016,280,265,15,0,0,0,0,97,48,35,0,0,221,0,59,0
1073,Coal,Manufacturing,1003609.154,6,Alabama,Jefferson,2016,366,191,166,8,1,0,0,151,77,49,0,16,147,1,199,3
1073,Coal,Mining,739546.3831,6,Alabama,Jefferson,2016,366,191,166,8,1,0,0,151,77,49,0,16,147,1,199,3
1079,Coal,Manufacturing,385.5435416,7,Alabama,Lawrence,2016,118,116,1,1,0,0,0,105,40,25,0,0,0,0,118,0
1079,Coal,Mining,8506.644265,7,Alabama,Lawrence,2016,118,116,1,1,0,0,0,105,40,25,0,0,0,0,118,0
1089,Coal,Manufacturing,4790.953266,8,Alabama,Madison,2016,333,280,52,1,0,0,0,122,55,40,0,0,235,0,34,64
1089,Coal,Mining,17013.28853,8,Alabama,Madison,2016,333,280,52,1,0,0,0,122,55,40,0,0,235,0,34,64
1097,Coal,Manufacturing,973685.0337,9,Alabama,Mobile,2016,366,277,87,2,0,0,0,139,58,41,0,0,138,9,219,0
1097,Coal,Mining,39824.44185,9,Alabama,Mobile,2016,366,277,87,2,0,0,0,139,58,41,0,0,138,9,219,0
1101,Coal,Manufacturing,123573.9727,10,Alabama,Montgomery,2016,363,285,76,1,1,0,0,170,58,42,0,0,175,0,188,0
1101,Coal,Mining,17721.86781,10,Alabama,Montgomery,2016,363,285,76,1,1,0,0,170,58,42,0,0,175,0,188,0
1103,Coal,Manufacturing,3470211.536,11,Alabama,Morgan,2016,365,304,59,2,0,0,0,107,55,40,0,0,214,0,151,0
1103,Coal,Mining,738716.5031,11,Alabama,Morgan,2016,365,304,59,2,0,0,0,107,55,40,0,0,214,0,151,0
